total_reward,mean_waiting_time,final_step_waiting_time,throughput,mean_queue_length,n_switch_votes,n_forced_switches,n_steps
-1474.255494741723,193.6208325312085,196.0,0,27.54305618059718,5215,3,720
-1456.6288324594498,191.6930549296861,191.0,1,27.259722755187088,5160,3,720
-1456.126125363633,193.71944380613664,166.0,3,27.68194505220486,5249,3,720
