env_step,episode,epsilon,episode_reward,total_waiting_time,throughput,loss
136200,189,0.1,-294.489829774946,181.0,411,0.011371754109859467
136400,189,0.1,-449.299529787153,92.0,1541,0.015749072656035423
136600,189,0.1,-686.9393207989633,75.0,2667,0.010008048266172409
136800,189,0.1,-959.6691997013986,87.0,3775,0.008932089433073997
137000,190,0.1,-352.7598740141839,113.0,883,0.01119974348694086
137200,190,0.1,-607.9696656744927,107.0,1993,0.008976778015494347
137400,190,0.1,-902.06954732351,147.0,3103,0.008866023272275925
137600,191,0.1,-152.11997368745506,71.0,202,0.010228395462036133
137800,191,0.1,-508.9697776120156,176.0,1320,0.014432616531848907
138000,191,0.1,-665.4495387356728,80.0,2450,0.01441906113177538
138200,191,0.1,-974.8594179432839,130.0,3544,0.009031666442751884
138400,192,0.1,-277.94990762509406,96.0,649,0.01478731818497181
138600,192,0.1,-556.7697454337031,123.0,1770,0.011245843023061752
138800,192,0.1,-829.0295668486506,130.0,2865,0.008846125565469265
139000,193,0.1,-63.0900058709085,36.0,30,0.01033518835902214
139200,193,0.1,-427.06977462396026,158.0,1120,0.017161160707473755
139400,193,0.1,-629.0095558129251,102.0,2228,0.01282249391078949
139600,193,0.1,-912.9693741761148,133.0,3313,0.01661699265241623
139800,194,0.1,-238.77985172905028,115.0,421,0.009383841417729855
140000,194,0.1,-482.3296278063208,95.0,1541,0.018140438944101334
140200,194,0.1,-756.2294323984534,116.0,2660,0.018851593136787415
140400,194,0.1,-1050.289215380326,152.0,3776,0.010566753335297108
140600,195,0.1,-434.59979635477066,206.0,886,0.016476165503263474
140800,195,0.1,-569.629615843296,83.0,1995,0.01358767505735159
141000,195,0.1,-966.4995198845863,224.0,3101,0.018374793231487274
141200,196,0.1,-182.79996013268828,106.0,199,0.012865344993770123
141400,196,0.1,-453.2698316536844,114.0,1321,0.015035317279398441
141600,196,0.1,-747.9697017632425,136.0,2452,0.015559644438326359
141800,196,0.1,-1094.6795749627054,232.0,3540,0.1358310729265213
142000,197,0.1,-311.93988224491477,129.0,653,0.01654217205941677
142200,197,0.1,-556.7696444652975,126.0,1773,0.018977444618940353
142400,197,0.1,-843.4995157383382,152.0,2863,0.023454565554857254
142600,198,0.1,-96.19999125413597,68.0,25,0.01718767359852791
142800,198,0.1,-372.4098410885781,83.0,1113,0.012992351315915585
143000,198,0.1,-661.6197362225503,102.0,2224,0.024772780016064644
143200,198,0.1,-904.829572705552,87.0,3315,0.04653199389576912
143400,199,0.1,-247.0798985362053,120.0,417,0.01578989252448082
143600,199,0.1,-517.679739177227,138.0,1537,0.09052953124046326
143800,199,0.1,-718.6196300387383,78.0,2668,0.009976710192859173
144000,199,0.1,-1004.0893885493279,113.0,3780,0.014187926426529884
144200,200,0.1,-316.9898231904954,85.0,886,0.016370613127946854
144400,200,0.1,-544.5997770708054,40.0,1999,0.012125909328460693
144600,200,0.1,-881.4096454065293,106.0,3109,0.030326101928949356
144800,201,0.1,-222.6899922452867,129.0,195,0.009823184460401535
145000,201,0.1,-475.96983557567,104.0,1326,0.017158301547169685
145200,201,0.1,-737.4697435460985,94.0,2451,0.010567129589617252
145400,201,0.1,-1065.9496524892747,149.0,3537,0.01786806806921959
145600,202,0.1,-287.9199046175927,88.0,651,0.025934983044862747
145800,202,0.1,-606.0398296397179,121.0,1772,0.013709969818592072
146000,202,0.1,-832.9196650069207,75.0,2864,0.011604804545640945
146200,203,0.1,-98.06000011973083,71.0,29,0.00901828333735466
146400,203,0.1,-478.07990330271423,165.0,1117,0.04673633724451065
146600,203,0.1,-685.0697900634259,89.0,2227,0.012591186910867691
146800,203,0.1,-967.1797243934125,91.0,3313,0.014208311215043068
147000,204,0.1,-230.34997159056365,91.0,425,0.015131045132875443
147200,204,0.1,-474.5698438268155,63.0,1549,0.008665629662573338
147400,204,0.1,-801.0797429662198,119.0,2662,0.02566227689385414
147600,204,0.1,-1033.7195892911404,76.0,3780,0.01644279807806015
147800,205,0.1,-372.7499187774956,123.0,882,0.01252234261482954
148000,205,0.1,-629.5498522110283,102.0,2000,0.06624022126197815
148200,205,0.1,-927.7197998352349,117.0,3111,0.02214619517326355
148400,206,0.1,-205.31991663575172,132.0,196,0.02333557792007923
148600,206,0.1,-492.2797648012638,163.0,1323,0.015760792419314384
148800,206,0.1,-687.4995895922184,104.0,2439,0.015185549855232239
149000,206,0.1,-887.6893993914127,59.0,3537,0.009350323118269444
149200,207,0.1,-325.8998339995742,160.0,645,0.012944077141582966
149400,207,0.1,-628.5796964988112,221.0,1765,0.11500906199216843
149600,207,0.1,-746.1694906577468,85.0,2865,0.015435073524713516
149800,208,0.1,-86.87998899631202,57.0,26,0.020782727748155594
150000,208,0.1,-352.1597798746079,74.0,1117,0.021390773355960846
150200,208,0.1,-617.0895236413926,89.0,2221,0.013173067010939121
150400,208,0.1,-892.169337598607,114.0,3312,0.018404018133878708
150600,209,0.1,-257.2598677240312,139.0,419,0.010743413120508194
150800,209,0.1,-539.8396063409746,185.0,1542,0.011196443811058998
151000,209,0.1,-693.3894382081926,78.0,2667,0.014480313286185265
151200,209,0.1,-1004.5992217622697,131.0,3779,0.017007868736982346
151400,210,0.1,-296.7997672557831,79.0,882,0.014847783371806145
151600,210,0.1,-610.7095777988434,141.0,1995,0.01119876466691494
151800,210,0.1,-799.76935505867,81.0,3107,0.03458154946565628
152000,211,0.1,-178.42990385182202,110.0,199,0.02478072978556156
152200,211,0.1,-444.729694949463,127.0,1326,0.05683735013008118
152400,211,0.1,-713.2495342362672,132.0,2442,0.013890746049582958
152600,211,0.1,-990.1894541848451,124.0,3537,0.016449395567178726
152800,212,0.1,-261.5999505519867,57.0,658,0.015751570463180542
153000,212,0.1,-603.3798749446869,107.0,1763,0.008434430696070194
153200,212,0.1,-882.5198028087616,106.0,2865,0.017483476549386978
153400,213,0.1,-92.50999408587813,62.0,27,0.018365930765867233
153600,213,0.1,-405.48993903025985,91.0,1121,0.011755811050534248
153800,213,0.1,-664.7398961149156,63.0,2228,0.015585703775286674
154000,213,0.1,-1014.6997759900987,133.0,3315,0.023352649062871933
154200,214,0.1,-269.0599983930588,122.0,422,0.01727616973221302
154400,214,0.1,-547.7199009656906,130.0,1548,0.015412948094308376
154600,214,0.1,-786.4797161817551,93.0,2660,0.013753723353147507
154800,214,0.1,-1115.5595396757126,151.0,3781,0.007360317278653383
155000,215,0.1,-341.2698438167572,95.0,881,0.0262018833309412
155200,215,0.1,-564.1597170829773,52.0,1996,0.012259623035788536
155400,215,0.1,-863.099531173706,96.0,3114,0.008217070251703262
155600,216,0.1,-203.01995655708015,124.0,199,0.014347713440656662
155800,216,0.1,-493.1797687690705,145.0,1326,0.009172068908810616
156000,216,0.1,-685.0395939033478,65.0,2451,0.01317137572914362
156200,216,0.1,-1001.0993783157319,126.0,3539,0.023106267675757408
156400,217,0.1,-284.359777091071,101.0,644,0.017095671966671944
156600,217,0.1,-589.1494766455144,181.0,1759,0.009585279040038586
156800,217,0.1,-741.5191806536168,103.0,2866,0.007714346516877413
157000,218,0.1,-104.10997739061713,82.0,28,0.007909727282822132
157200,218,0.1,-351.7597090266645,100.0,1119,0.011515185236930847
157400,218,0.1,-629.4193808101118,152.0,2220,0.012100470252335072
157600,218,0.1,-869.0590831302106,170.0,3310,0.017399949952960014
157800,219,0.1,-291.6398520767689,187.0,413,0.007284540683031082
158000,219,0.1,-417.3795466721058,86.0,1543,0.013039904646575451
158200,219,0.1,-650.4991598427296,106.0,2663,0.0070678917691111565
158400,219,0.1,-868.3889327347279,79.0,3785,0.009197186678647995
158600,220,0.1,-276.50980952195823,48.0,890,0.011066600680351257
158800,220,0.1,-635.2697024624795,149.0,2003,0.009348612278699875
159000,220,0.1,-921.9795632641762,179.0,3112,0.009327652864158154
159200,221,0.1,-180.2199808359146,106.0,201,0.008760304190218449
159400,221,0.1,-440.68981659412384,101.0,1326,0.02524121105670929
159600,221,0.1,-719.2497059106827,120.0,2441,0.01262638159096241
159800,221,0.1,-949.4695521593094,102.0,3542,0.012105378322303295
160000,222,0.1,-319.8699252847582,139.0,655,0.008270075544714928
160200,222,0.1,-516.629741454497,81.0,1766,0.023656673729419708
160400,222,0.1,-837.1896252874285,124.0,2863,0.02639305219054222
160600,223,0.1,-111.56998538225889,81.0,24,0.012316331267356873
160800,223,0.1,-415.79990576952696,108.0,1117,0.009204011410474777
161000,223,0.1,-690.269796602428,102.0,2221,0.011172052472829819
161200,223,0.1,-973.2496693059802,110.0,3319,0.01629129983484745
161400,224,0.1,-285.9698959197849,151.0,423,0.008257603272795677
161600,224,0.1,-470.18969162367284,75.0,1546,0.017399312928318977
161800,224,0.1,-713.5394705142826,50.0,2668,0.02450357936322689
162000,224,0.1,-982.2992647495121,52.0,3778,0.019355876371264458
162200,225,0.1,-350.32988387160003,101.0,880,0.017440326511859894
162400,225,0.1,-656.1997469048947,127.0,1997,0.01708037033677101
162600,225,0.1,-893.1896479707211,87.0,3109,0.02220192551612854
162800,226,0.1,-194.70001008175313,102.0,199,0.02689654752612114
163000,226,0.1,-496.4698198046535,129.0,1322,0.014007030986249447
163200,226,0.1,-831.5796225275844,187.0,2450,0.0229256059974432
163400,226,0.1,-1053.8195054735988,118.0,3537,0.01792978122830391
163600,227,0.1,-334.61992826871574,126.0,656,0.1188020184636116
163800,227,0.1,-568.3198217432946,72.0,1770,0.014470401220023632
164000,227,0.1,-969.9096883814782,181.0,2860,0.031265974044799805
164200,228,0.1,-87.96999039873481,61.0,28,0.021247897297143936
164400,228,0.1,-408.48988261446357,82.0,1124,0.018416883423924446
164600,228,0.1,-698.4197801612318,101.0,2224,0.05202709883451462
164800,228,0.1,-1010.1897105239332,147.0,3316,0.03012516163289547
165000,229,0.1,-276.9799445234239,137.0,418,0.02061224728822708
165200,229,0.1,-505.94981985911727,93.0,1548,0.017284896224737167
165400,229,0.1,-797.3197107873857,109.0,2663,0.019117310643196106
165600,229,0.1,-1112.2895670495927,160.0,3776,0.01836206763982773
165800,230,0.1,-365.12993254326284,129.0,881,0.02639656886458397
166000,230,0.1,-549.4696821179241,47.0,1995,0.02263937145471573
166200,230,0.1,-862.3695715870708,95.0,3110,0.017364980652928352
166400,231,0.1,-163.26999869383872,76.0,196,0.015094405971467495
166600,231,0.1,-582.7598678115755,229.0,1322,0.018023137003183365
166800,231,0.1,-705.3397380355746,82.0,2442,0.022453464567661285
167000,231,0.1,-953.7696396354586,67.0,3543,0.01579369604587555
167200,232,0.1,-317.78988655656576,123.0,652,0.04591198265552521
167400,232,0.1,-585.9397402629256,124.0,1771,0.13325029611587524
167600,232,0.1,-867.249582849443,139.0,2865,0.0230485238134861
167800,233,0.1,-117.17997765354812,90.0,31,0.02287711575627327
168000,233,0.1,-377.64978623203933,88.0,1124,0.02745942398905754
168200,233,0.1,-651.4496304970235,99.0,2228,0.024478908628225327
168400,233,0.1,-941.7494647484273,107.0,3313,0.021028000861406326
168600,234,0.1,-321.0599214117974,189.0,423,0.02235957607626915
168800,234,0.1,-523.499732164666,114.0,1549,0.017870325595140457
169000,234,0.1,-782.7995394747704,103.0,2666,0.02074209414422512
169200,234,0.1,-1092.749329952523,144.0,3781,0.011101067997515202
169400,235,0.1,-336.68985783681273,96.0,884,0.010470963083207607
169600,235,0.1,-643.3197396956384,132.0,2000,0.012385699898004532
169800,235,0.1,-920.8196018896997,135.0,3105,0.015402262099087238
170000,236,0.1,-211.9299617689103,127.0,199,0.027661018073558807
170200,236,0.1,-462.59976109676063,102.0,1322,0.011262965388596058
170400,236,0.1,-746.8795424383134,129.0,2439,0.010542822070419788
170600,236,0.1,-1009.3794217985123,117.0,3537,0.011577052995562553
170800,237,0.1,-264.6198757253587,83.0,647,0.01616450771689415
171000,237,0.1,-549.6297422014177,102.0,1770,0.014589367434382439
171200,237,0.1,-832.409573610872,123.0,2870,0.017560293897986412
171400,238,0.1,-118.7299722339958,92.0,29,0.022685658186674118
171600,238,0.1,-391.3998006489128,113.0,1118,0.016125423833727837
171800,238,0.1,-643.5695928242058,103.0,2223,0.009584772400557995
172000,238,0.1,-914.4894887115806,102.0,3313,0.010602247901260853
172200,239,0.1,-200.1399220470339,73.0,420,0.01326631847769022
172400,239,0.1,-472.55974283255637,96.0,1549,0.021834060549736023
172600,239,0.1,-787.789423847571,182.0,2662,0.011022893711924553
172800,239,0.1,-987.9891284946352,153.0,3777,0.012237949296832085
173000,240,0.1,-308.7497720681131,104.0,876,0.01193592231720686
173200,240,0.1,-560.5394692383707,125.0,1995,0.009061632677912712
173400,240,0.1,-847.479128357023,184.0,3106,0.008992623537778854
173600,241,0.1,-300.9998975992203,235.0,197,0.012896752916276455
173800,241,0.1,-416.2195566892624,129.0,1320,0.009788097813725471
174000,241,0.1,-662.2592109441757,151.0,2446,0.046462468802928925
174200,241,0.1,-879.9689382314682,142.0,3532,0.012916487641632557
174400,242,0.1,-229.9398540817201,59.0,650,0.01681496761739254
174600,242,0.1,-571.3796815238893,135.0,1767,0.012659196741878986
174800,242,0.1,-778.8894414268434,81.0,2860,0.017005665227770805
175000,243,0.1,-107.8699946925044,77.0,28,0.014571884647011757
175200,243,0.1,-410.1398249194026,121.0,1121,0.01702524907886982
175400,243,0.1,-645.7596183344722,88.0,2230,0.009559964761137962
175600,243,0.1,-841.3694825693965,29.0,3315,0.009441424161195755
175800,244,0.1,-241.96992412023246,122.0,424,0.009889156557619572
176000,244,0.1,-579.9197417777032,200.0,1544,0.011758602224290371
176200,244,0.1,-810.6595415156335,162.0,2662,0.030340954661369324
176400,244,0.1,-993.0193103831261,80.0,3776,0.008103198371827602
176600,245,0.1,-349.40983485616744,108.0,884,0.009754162281751633
176800,245,0.1,-617.8196904603392,111.0,1998,0.03683001920580864
177000,245,0.1,-899.589552635327,109.0,3105,0.010539578273892403
177200,246,0.1,-175.57996016554534,92.0,198,0.007653838023543358
177400,246,0.1,-433.6398561578244,77.0,1325,0.01891792193055153
177600,246,0.1,-748.1596811395139,128.0,2449,0.01187986321747303
177800,246,0.1,-957.629531679675,63.0,3537,0.009106812067329884
178000,247,0.1,-296.6298826895654,104.0,651,0.01008600927889347
178200,247,0.1,-556.5296739302576,102.0,1763,0.015433816239237785
178400,247,0.1,-813.8295162878931,77.0,2870,0.025610990822315216
178600,248,0.1,-74.94998508691788,49.0,29,0.041278351098299026
178800,248,0.1,-380.9997430443764,111.0,1112,0.01272727269679308
179000,248,0.1,-661.6495452523232,141.0,2229,0.021636759862303734
179200,248,0.1,-913.7393060326576,138.0,3318,0.015360887162387371
179400,249,0.1,-218.24989291839302,93.0,423,0.02191375195980072
179600,249,0.1,-522.2796959560364,136.0,1542,0.015855714678764343
179800,249,0.1,-673.3994884174317,32.0,2666,0.014731297269463539
180000,249,0.1,-1050.4792575519532,156.0,3784,0.02223772555589676
180200,250,0.1,-357.9799148403108,125.0,878,0.020514653995633125
180400,250,0.1,-564.5797788463533,64.0,1996,0.025563646107912064
180600,250,0.1,-838.2496575675905,56.0,3109,0.03154036030173302
180800,251,0.1,-243.30997422151268,154.0,202,0.016152407974004745
181000,251,0.1,-472.11988118104637,106.0,1320,0.022931167855858803
181200,251,0.1,-734.8197741787881,90.0,2452,0.011963740922510624
181400,251,0.1,-1009.7696571629494,93.0,3539,0.018175430595874786
181600,252,0.1,-336.7499496638775,126.0,648,0.015164386481046677
181800,252,0.1,-615.4998509585857,125.0,1764,0.04104948416352272
182000,252,0.1,-879.0398099124432,112.0,2862,0.012362201698124409
182200,253,0.1,-93.91000434570014,58.0,30,0.017105313017964363
182400,253,0.1,-335.2198271434754,39.0,1121,0.019075118005275726
182600,253,0.1,-638.719720331952,53.0,2227,0.018358878791332245
182800,253,0.1,-963.6596102397889,105.0,3316,0.01503063179552555
183000,254,0.1,-250.85993006452918,111.0,431,0.018150510266423225
183200,254,0.1,-563.0597894452512,143.0,1544,0.023846950381994247
183400,254,0.1,-806.2896068356931,118.0,2661,0.015114041045308113
183600,254,0.1,-1063.4394924901426,102.0,3785,0.014246172271668911
183800,255,0.1,-409.8699198346585,154.0,876,0.01864013820886612
184000,255,0.1,-614.0997474770993,78.0,1990,0.018400706350803375
184200,255,0.1,-947.4695780854672,148.0,3107,0.019254544749855995
184400,256,0.1,-228.47989377193153,156.0,197,0.009895644150674343
184600,256,0.1,-437.48954257182777,120.0,1330,0.014788287691771984
184800,256,0.1,-724.0593198221177,145.0,2449,0.011317376047372818
185000,256,0.1,-1027.6090820711106,200.0,3536,0.04818005487322807
185200,257,0.1,-295.89983862265944,118.0,652,0.019198566675186157
185400,257,0.1,-575.4295331798494,156.0,1765,0.01011514849960804
185600,257,0.1,-779.3592652641237,104.0,2874,0.027892781421542168
185800,258,0.1,-196.3499691169709,168.0,26,0.011490261182188988
186000,258,0.1,-422.1896588485688,147.0,1121,0.015632711350917816
186200,258,0.1,-624.0693127792329,103.0,2217,0.02037143148481846
186400,258,0.1,-900.8690173309296,132.0,3317,0.023772211745381355
186600,259,0.1,-223.17995082959533,91.0,417,0.010051908902823925
186800,259,0.1,-482.229802723974,88.0,1542,0.014230668544769287
187000,259,0.1,-746.4696613512933,76.0,2665,0.013281198218464851
187200,259,0.1,-983.6595026217401,38.0,3778,0.01707412302494049
187400,260,0.1,-358.3998509924859,128.0,890,0.01223033294081688
187600,260,0.1,-614.4396659415215,121.0,2000,0.018081873655319214
187800,260,0.1,-872.0195032637566,106.0,3114,0.0213908851146698
188000,261,0.1,-159.3799651544541,71.0,199,0.01536649838089943
188200,261,0.1,-473.2097605150193,122.0,1326,0.02255469746887684
188400,261,0.1,-676.3396404664963,53.0,2447,0.014034629799425602
188600,261,0.1,-1109.2194908540696,201.0,3541,0.03398218750953674
188800,262,0.1,-325.2599124237895,126.0,659,0.009409507736563683
189000,262,0.1,-583.3897780701518,103.0,1771,0.28285425901412964
189200,262,0.1,-913.8996462151408,157.0,2867,0.021364379674196243
189400,263,0.1,-90.26999418623745,57.0,32,0.02049451507627964
189600,263,0.1,-475.949853586033,174.0,1124,0.012637266889214516
189800,263,0.1,-734.3196140993387,157.0,2223,0.01549936830997467
190000,263,0.1,-950.5794915426522,108.0,3315,0.015255489386618137
190200,264,0.1,-235.2299294155091,99.0,422,0.019764013588428497
190400,264,0.1,-494.66983213834465,72.0,1540,0.014793372713029385
190600,264,0.1,-760.4997002761811,66.0,2661,0.0176223274320364
190800,264,0.1,-1058.1995165031403,91.0,3778,0.028788438066840172
191000,265,0.1,-400.0598640087992,157.0,888,0.018406178802251816
191200,265,0.1,-629.3797547463328,106.0,2001,0.0399942472577095
191400,265,0.1,-876.1795680169016,90.0,3111,0.017781710252165794
191600,266,0.1,-201.44994607195258,117.0,193,0.01256517693400383
191800,266,0.1,-468.2097708247602,117.0,1329,0.023512525483965874
192000,266,0.1,-728.9896720908582,101.0,2449,0.021484889090061188
192200,266,0.1,-1014.1195606254041,105.0,3538,0.042724207043647766
192400,267,0.1,-469.9398262333125,293.0,645,0.014297164976596832
192600,267,0.1,-759.5594484638423,356.0,1759,0.00798929575830698
192800,267,0.1,-850.8891327213496,231.0,2859,0.010157391428947449
193000,268,0.1,-119.08997803553939,98.0,29,0.05179973319172859
193200,268,0.1,-386.86963563784957,143.0,1114,0.1277035027742386
193400,268,0.1,-621.2992921434343,150.0,2224,0.013430166989564896
193600,268,0.1,-883.7889099679887,191.0,3310,0.0061081028543412685
193800,269,0.1,-301.7798159699887,190.0,412,0.006068763788789511
194000,269,0.1,-461.60947924666107,120.0,1536,0.011522656306624413
194200,269,0.1,-769.6291626077145,205.0,2667,0.006696858908981085
194400,269,0.1,-981.4887989144772,184.0,3772,0.009961104020476341
194600,270,0.1,-348.77975886687636,138.0,882,0.009865155443549156
194800,270,0.1,-552.9194583259523,104.0,1994,0.01161271333694458
195000,270,0.1,-814.9191908203065,126.0,3102,0.014716346748173237
195200,271,0.1,-225.92992785014212,153.0,196,0.012586256489157677
195400,271,0.1,-498.99963285960257,190.0,1333,0.007660326082259417
195600,271,0.1,-705.319413209334,164.0,2448,0.008792189881205559
195800,271,0.1,-925.6790704969317,156.0,3536,0.020448356866836548
196000,272,0.1,-279.619837641716,110.0,655,0.016030309721827507
196200,272,0.1,-555.3095215559006,154.0,1767,0.011120093055069447
196400,272,0.1,-816.7693160772324,152.0,2863,0.016860660165548325
196600,273,0.1,-136.70000565052032,101.0,32,0.0992647185921669
196800,273,0.1,-447.44998037815094,102.0,1117,0.02106557786464691
197000,273,0.1,-783.589951634407,131.0,2231,0.02731487713754177
197200,273,0.1,-1040.3798407316208,100.0,3320,0.01757214218378067
197400,274,0.1,-244.81999677233398,95.0,421,0.020844407379627228
197600,274,0.1,-547.5398709159344,106.0,1548,0.011689062230288982
197800,274,0.1,-842.6497818809003,103.0,2666,0.043670929968357086
198000,274,0.1,-1141.0196186881512,102.0,3772,0.0177605040371418
198200,275,0.1,-371.9099555462599,93.0,880,0.018987730145454407
198400,275,0.1,-660.7898793667555,97.0,1998,0.024828439578413963
198600,275,0.1,-920.5697713345289,98.0,3105,0.02230261266231537
198800,276,0.1,-216.4599737804383,136.0,194,0.02970993146300316
199000,276,0.1,-500.5097441356629,167.0,1324,0.022700991481542587
199200,276,0.1,-747.7095079105347,149.0,2451,0.01945112645626068
199400,276,0.1,-997.0593003910035,148.0,3534,0.014900513924658298
199600,277,0.1,-250.6898912154138,73.0,655,0.018722835928201675
199800,277,0.1,-571.6597079001367,136.0,1765,0.019134510308504105
200000,277,0.1,-923.3094302378595,237.0,2861,0.01689995266497135
200200,278,0.1,-122.45998265780509,96.0,23,0.021587198600172997
200400,278,0.1,-377.65968110598624,113.0,1123,0.022426243871450424
200600,278,0.1,-606.7993581537157,107.0,2220,0.017559003084897995
200800,278,0.1,-945.8590672258288,215.0,3319,0.009825189597904682
201000,279,0.1,-237.29987510852516,117.0,420,0.025411412119865417
201200,279,0.1,-501.5495594423264,139.0,1546,0.022065622732043266
201400,279,0.1,-728.8492682855576,117.0,2667,0.014601679518818855
201600,279,0.1,-1034.4289773385972,186.0,3777,0.011021867394447327
201800,280,0.1,-331.3996594827622,110.0,876,0.011463097296655178
202000,280,0.1,-560.2693198602647,101.0,1992,0.019973933696746826
202200,280,0.1,-780.4990232866257,83.0,3101,0.011417880654335022
202400,281,0.1,-192.129945397377,121.0,203,0.013348082080483437
202600,281,0.1,-487.70973694324493,156.0,1318,0.012375768274068832
202800,281,0.1,-711.4494911432266,135.0,2446,0.011188490316271782
203000,281,0.1,-945.8393224477768,117.0,3535,0.014606633223593235
203200,282,0.1,-294.07979681901634,125.0,652,0.01401243731379509
203400,282,0.1,-560.1395631115884,145.0,1764,0.014617294073104858
203600,282,0.1,-921.4093389790505,260.0,2863,0.01849672757089138
203800,283,0.1,-136.86999785527587,106.0,27,0.022115003317594528
204000,283,0.1,-442.8697456084192,169.0,1119,0.016672320663928986
204200,283,0.1,-654.2195876799524,127.0,2226,0.017662618309259415
204400,283,0.1,-860.3193992339075,82.0,3313,0.018716366961598396
204600,284,0.1,-309.73993632011116,176.0,413,0.025953607633709908
204800,284,0.1,-477.32984062843025,66.0,1549,0.0134337292984128
205000,284,0.1,-720.9795684497803,44.0,2665,0.023372266441583633
205200,284,0.1,-1076.5493697803468,132.0,3784,0.015083197504281998
205400,285,0.1,-378.01986631192267,134.0,888,0.028573404997587204
205600,285,0.1,-610.8597238902003,93.0,1989,0.012409983202815056
205800,285,0.1,-863.8694980982691,83.0,3103,0.07677000761032104
206000,286,0.1,-146.63990193605423,72.0,196,0.0166984423995018
206200,286,0.1,-468.32970505952835,117.0,1327,0.01997017301619053
206400,286,0.1,-748.3394854664803,143.0,2452,0.012304702773690224
206600,286,0.1,-983.0292471051216,140.0,3538,0.011719283647835255
206800,287,0.1,-303.77987199649215,135.0,652,0.010695668868720531
207000,287,0.1,-530.9996176324785,117.0,1763,0.009974753484129906
207200,287,0.1,-733.6693897806108,80.0,2863,0.014597686007618904
207400,288,0.1,-120.07998448424041,95.0,30,0.0110864769667387
207600,288,0.1,-378.1297290902585,115.0,1118,0.0119402464479208
207800,288,0.1,-675.2494834046811,169.0,2226,0.014819582924246788
208000,288,0.1,-829.5592363458127,87.0,3321,0.010075317695736885
208200,289,0.1,-234.95990862697363,108.0,418,0.019977735355496407
208400,289,0.1,-494.0496613010764,115.0,1549,0.012252035550773144
208600,289,0.1,-763.0594712719321,115.0,2668,0.022187113761901855
208800,289,0.1,-990.7093216404319,80.0,3780,0.07881655544042587
209000,290,0.1,-345.9799084030092,104.0,885,0.15417563915252686
209200,290,0.1,-616.2497581802309,104.0,2000,0.013696478679776192
209400,290,0.1,-865.1596724353731,89.0,3104,0.0128050297498703
209600,291,0.1,-149.04996806010604,61.0,203,0.01577342487871647
209800,291,0.1,-431.9098194204271,81.0,1322,0.010133756324648857
210000,291,0.1,-704.7696436010301,85.0,2454,0.009571904316544533
210200,291,0.1,-1008.7495084367692,120.0,3543,0.009942627511918545
210400,292,0.1,-322.23994755372405,130.0,656,0.010433059185743332
210600,292,0.1,-595.2598993740976,141.0,1768,0.08057907968759537
210800,292,0.1,-822.4496955834329,99.0,2870,0.03568234294652939
211000,293,0.1,-95.28998753242195,70.0,28,0.010772254317998886
211200,293,0.1,-414.2697424571961,135.0,1121,0.00975704938173294
211400,293,0.1,-655.2595734279603,111.0,2228,0.01126821804791689
211600,293,0.1,-967.8194465320557,161.0,3316,0.016096318140625954
211800,294,0.1,-192.09996321611106,58.0,418,0.012229629792273045
212000,294,0.1,-488.23981025628746,83.0,1542,0.0329027958214283
212200,294,0.1,-852.7097032349557,182.0,2662,0.011747480370104313
212400,294,0.1,-1036.1795308869332,112.0,3780,0.013299526646733284
212600,295,0.1,-331.97984796762466,99.0,884,0.011797033250331879
212800,295,0.1,-633.0195749402046,149.0,1994,0.016657812520861626
213000,295,0.1,-826.8894093632698,81.0,3105,0.022345298901200294
213200,296,0.1,-173.18996392935514,96.0,203,0.008973456919193268
213400,296,0.1,-469.5897504016757,141.0,1325,0.026288552209734917
213600,296,0.1,-719.4595395252109,123.0,2441,0.014765216037631035
213800,296,0.1,-942.2993980571628,99.0,3543,0.007944674231112003
214000,297,0.1,-270.95990150794387,90.0,646,0.00828323233872652
214200,297,0.1,-551.9097289405763,120.0,1768,0.012001427821815014
214400,297,0.1,-806.3195971809328,94.0,2868,0.018948348239064217
214600,298,0.1,-97.19001105055213,68.0,26,0.021374953910708427
214800,298,0.1,-415.7798700593412,103.0,1112,0.013975215144455433
215000,298,0.1,-716.5797243379056,120.0,2235,0.017138494178652763
215200,298,0.1,-982.4796102307737,103.0,3313,0.014974466525018215
215400,299,0.1,-374.64994048140943,235.0,416,0.010920010507106781
215600,299,0.1,-532.6498045828193,120.0,1546,0.01331985741853714
215800,299,0.1,-763.8697140123695,73.0,2672,0.012193936854600906
216000,299,0.1,-1069.7596423532814,98.0,3782,0.019395960494875908
216200,300,0.1,-355.8099361937493,103.0,886,0.014642938040196896
216400,300,0.1,-628.5698257964104,103.0,1997,0.02027203142642975
216600,300,0.1,-978.7897013705224,187.0,3106,0.03333735093474388
216800,301,0.1,-269.83998896740377,191.0,194,0.06403559446334839
217000,301,0.1,-459.7398245539516,107.0,1323,0.012606054544448853
217200,301,0.1,-719.3497078623623,97.0,2444,0.01457865722477436
217400,301,0.1,-1014.1795165743679,126.0,3543,0.010249891318380833
217600,302,0.1,-333.95988932065666,147.0,651,0.017518160864710808
217800,302,0.1,-605.6496881525964,154.0,1762,0.017881175503134727
218000,302,0.1,-899.1395300906152,181.0,2866,0.011237839236855507
218200,303,0.1,-110.03998270072043,81.0,29,0.022334175184369087
218400,303,0.1,-345.0298046115786,51.0,1120,0.023453738540410995
218600,303,0.1,-655.0497149471194,90.0,2228,0.013431794010102749
218800,303,0.1,-972.2095297817141,135.0,3321,0.019480068236589432
